Date,0001.HK,0002.HK,0003.HK,0005.HK,0006.HK,0011.HK,0012.HK,0016.HK,0017.HK,0027.HK,0066.HK,0101.HK,0175.HK,0267.HK,0386.HK,0388.HK,0688.HK,0700.HK,0762.HK,0823.HK,0857.HK,0883.HK,0939.HK,0941.HK,1038.HK,1044.HK,1109.HK,1113.HK,1299.HK,1398.HK,1928.HK,2318.HK,2319.HK,2388.HK,2628.HK,3988.HK,2018.HK,3328.HK,0019.HK,1088.HK,0151.HK,0083.HK,0836.HK,0144.HK,0023.HK,0992.HK,0004.HK,0135.HK,0293.HK
2014-05-29,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-05-30,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-03,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-04,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-05,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-06,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-09,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-10,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-11,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-12,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-13,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-16,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-17,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-18,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-19,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
2014-06-20,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612
